Roll Number,test_case_1,test_case_2,test_case_3,test_case_4,test_case_5,test_case_6,test_case_7,test_case_8,test_case_9,test_case_10,test_case_11,test_case_12,test_case_13,test_case_14,test_case_15,test_case_16,test_case_17,test_case_18,test_case_19,test_case_20,test_case_21,test_case_22,test_case_23,test_case_24,test_case_25,test_case_26,test_case_27,test_case_28,test_case_29,test_case_30,test_case_31,test_case_32,test_case_33,test_case_34,test_case_35,test_case_36,test_case_37,test_case_38,test_case_39,test_case_40,test_case_41,test_case_42,test_case_43,test_case_44,test_case_45,test_case_46,test_case_47,test_case_48,test_case_49,test_case_50,test_case_51,test_case_52,test_case_53,test_case_54,test_case_55,test_case_56,test_case_57,test_case_58,test_case_59,test_case_60,test_case_61,test_case_62,test_case_63,test_case_64,test_case_65,test_case_66,test_case_67,test_case_68,test_case_69,test_case_70,test_case_71,test_case_72,test_case_73,test_case_74,test_case_75,test_case_76,test_case_77,test_case_78,test_case_79,test_case_80,test_case_81,test_case_82,test_case_83,test_case_84,test_case_85,test_case_86,test_case_87,test_case_88,test_case_89,test_case_90,test_case_91,test_case_92,test_case_93,test_case_94,test_case_95,test_case_96,test_case_97,test_case_98,test_case_99,test_case_100,Weighted Average,Plain Average
2022121007,99.88333333333333,99.88999999999999,99.995,99.91454545454545,99.77099999999999,99.93307692307692,99.79333333333332,100.0,99.9325,99.97,99.84615384615384,99.83166666666668,99.95857142857142,99.81200000000001,99.84137931034482,99.88560000000001,100.0,99.87076923076924,99.85764705882352,99.91833333333332,99.99000000000001,99.97399999999999,99.91999999999999,99.964,99.97999999999999,99.88315789473685,99.84,99.86470588235295,99.79692307692306,99.86133333333333,99.90153846153845,100.0,99.80363636363637,99.8752,99.83266666666665,99.99333333333334,99.928,99.975,100.0,99.828,99.9542857142857,99.92588235294119,99.99000000000001,99.89176470588237,99.96333333333334,99.8609090909091,99.93789473684211,99.99333333333334,99.90714285714284,99.80666666666667,99.89818181818183,99.85499999999999,99.99333333333334,99.77600000000001,99.87833333333333,99.90222222222224,99.90307692307692,99.798,99.964,99.975,99.94749999999999,99.87799999999999,99.9276923076923,99.72466666666668,99.91636363636363,99.75733333333332,99.96666666666667,99.792,99.8962962962963,99.888,99.82400000000001,99.93529411764706,99.76592592592593,99.92545454545456,99.84588235294117,99.83266666666665,99.876,99.85249999999999,99.93333333333334,99.75040000000001,99.87692307692308,100.0,99.95076923076923,99.7808,99.91545454545454,99.87913043478261,99.95714285714286,99.90363636363637,99.95400000000001,99.90148148148148,99.81299999999999,99.99000000000001,99.8551724137931,99.93285714285713,99.98500000000001,99.81034482758622,99.97200000000001,99.85263157894738,99.97,100.0,99.89827085155324,99.89827085155316,
